"ocid","release_id","id","awardID","title","description","status","contractPeriod_startDate","contractPeriod_endDate","contractPeriod_maxExtentDate","contractPeriod_durationInDays","amount","currency","dateSigned"
"ocds-5wno2w-CE-20230002333554-20973","CE-20230002333554-20973-2023-02-11T04:15:06.056Z","CE-20230002333554-contract","CE-20230002333554","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333575-87300","CE-20230002333575-87300-2023-02-11T04:15:06.066Z","CE-20230002333575-contract","CE-20230002333575","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333576-87300","CE-20230002333576-87300-2023-02-11T04:15:06.082Z","CE-20230002333576-contract","CE-20230002333576","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333577-87300","CE-20230002333577-87300-2023-02-11T04:15:06.089Z","CE-20230002333577-contract","CE-20230002333577","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333578-87300","CE-20230002333578-87300-2023-02-11T04:15:06.100Z","CE-20230002333578-contract","CE-20230002333578","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333579-87300","CE-20230002333579-87300-2023-02-11T04:15:06.107Z","CE-20230002333579-contract","CE-20230002333579","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333580-87300","CE-20230002333580-87300-2023-02-11T04:15:06.116Z","CE-20230002333580-contract","CE-20230002333580","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333581-87300","CE-20230002333581-87300-2023-02-11T04:15:06.127Z","CE-20230002333581-contract","CE-20230002333581","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333582-87300","CE-20230002333582-87300-2023-02-11T04:15:06.133Z","CE-20230002333582-contract","CE-20230002333582","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333583-87300","CE-20230002333583-87300-2023-02-11T04:15:06.142Z","CE-20230002333583-contract","CE-20230002333583","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333584-87300","CE-20230002333584-87300-2023-02-11T04:15:06.150Z","CE-20230002333584-contract","CE-20230002333584","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333585-87300","CE-20230002333585-87300-2023-02-11T04:15:06.159Z","CE-20230002333585-contract","CE-20230002333585","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333586-87300","CE-20230002333586-87300-2023-02-11T04:15:06.167Z","CE-20230002333586-contract","CE-20230002333586","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333587-87300","CE-20230002333587-87300-2023-02-11T04:15:06.174Z","CE-20230002333587-contract","CE-20230002333587","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333588-87300","CE-20230002333588-87300-2023-02-11T04:15:06.185Z","CE-20230002333588-contract","CE-20230002333588","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333589-87300","CE-20230002333589-87300-2023-02-11T04:15:06.195Z","CE-20230002333589-contract","CE-20230002333589","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333590-87300","CE-20230002333590-87300-2023-02-11T04:15:06.202Z","CE-20230002333590-contract","CE-20230002333590","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333591-87300","CE-20230002333591-87300-2023-02-11T04:15:06.212Z","CE-20230002333591-contract","CE-20230002333591","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333592-87300","CE-20230002333592-87300-2023-02-11T04:15:06.220Z","CE-20230002333592-contract","CE-20230002333592","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333593-87300","CE-20230002333593-87300-2023-02-11T04:15:06.231Z","CE-20230002333593-contract","CE-20230002333593","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333594-87300","CE-20230002333594-87300-2023-02-11T04:15:06.245Z","CE-20230002333594-contract","CE-20230002333594","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333595-87300","CE-20230002333595-87300-2023-02-11T04:15:06.252Z","CE-20230002333595-contract","CE-20230002333595","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333596-87300","CE-20230002333596-87300-2023-02-11T04:15:06.257Z","CE-20230002333596-contract","CE-20230002333596","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333597-87300","CE-20230002333597-87300-2023-02-11T04:15:06.268Z","CE-20230002333597-contract","CE-20230002333597","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333598-87300","CE-20230002333598-87300-2023-02-11T04:15:06.277Z","CE-20230002333598-contract","CE-20230002333598","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333599-87300","CE-20230002333599-87300-2023-02-11T04:15:06.284Z","CE-20230002333599-contract","CE-20230002333599","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333600-87300","CE-20230002333600-87300-2023-02-11T04:15:06.293Z","CE-20230002333600-contract","CE-20230002333600","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333601-87300","CE-20230002333601-87300-2023-02-11T04:15:06.303Z","CE-20230002333601-contract","CE-20230002333601","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333602-87300","CE-20230002333602-87300-2023-02-11T04:15:06.311Z","CE-20230002333602-contract","CE-20230002333602","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333603-87300","CE-20230002333603-87300-2023-02-11T04:15:06.318Z","CE-20230002333603-contract","CE-20230002333603","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333604-87300","CE-20230002333604-87300-2023-02-11T04:15:06.326Z","CE-20230002333604-contract","CE-20230002333604","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333605-87300","CE-20230002333605-87300-2023-02-11T04:15:06.334Z","CE-20230002333605-contract","CE-20230002333605","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333606-87300","CE-20230002333606-87300-2023-02-11T04:15:06.343Z","CE-20230002333606-contract","CE-20230002333606","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333607-87300","CE-20230002333607-87300-2023-02-11T04:15:06.352Z","CE-20230002333607-contract","CE-20230002333607","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333608-87300","CE-20230002333608-87300-2023-02-11T04:15:06.360Z","CE-20230002333608-contract","CE-20230002333608","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333609-87300","CE-20230002333609-87300-2023-02-11T04:15:06.367Z","CE-20230002333609-contract","CE-20230002333609","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333610-87300","CE-20230002333610-87300-2023-02-11T04:15:06.376Z","CE-20230002333610-contract","CE-20230002333610","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333611-87300","CE-20230002333611-87300-2023-02-11T04:15:06.385Z","CE-20230002333611-contract","CE-20230002333611","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333612-87300","CE-20230002333612-87300-2023-02-11T04:15:06.393Z","CE-20230002333612-contract","CE-20230002333612","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333613-87300","CE-20230002333613-87300-2023-02-11T04:15:06.402Z","CE-20230002333613-contract","CE-20230002333613","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333614-87300","CE-20230002333614-87300-2023-02-11T04:15:06.410Z","CE-20230002333614-contract","CE-20230002333614","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333615-87300","CE-20230002333615-87300-2023-02-11T04:15:06.417Z","CE-20230002333615-contract","CE-20230002333615","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333616-87300","CE-20230002333616-87300-2023-02-11T04:15:06.425Z","CE-20230002333616-contract","CE-20230002333616","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333617-87300","CE-20230002333617-87300-2023-02-11T04:15:06.432Z","CE-20230002333617-contract","CE-20230002333617","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333618-87300","CE-20230002333618-87300-2023-02-11T04:15:06.441Z","CE-20230002333618-contract","CE-20230002333618","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333619-87300","CE-20230002333619-87300-2023-02-11T04:15:06.447Z","CE-20230002333619-contract","CE-20230002333619","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333620-87300","CE-20230002333620-87300-2023-02-11T04:15:06.456Z","CE-20230002333620-contract","CE-20230002333620","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333621-87300","CE-20230002333621-87300-2023-02-11T04:15:06.463Z","CE-20230002333621-contract","CE-20230002333621","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333622-87300","CE-20230002333622-87300-2023-02-11T04:15:06.472Z","CE-20230002333622-contract","CE-20230002333622","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333623-87300","CE-20230002333623-87300-2023-02-11T04:15:06.479Z","CE-20230002333623-contract","CE-20230002333623","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333624-87300","CE-20230002333624-87300-2023-02-11T04:15:06.491Z","CE-20230002333624-contract","CE-20230002333624","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333625-87300","CE-20230002333625-87300-2023-02-11T04:15:06.497Z","CE-20230002333625-contract","CE-20230002333625","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333626-87300","CE-20230002333626-87300-2023-02-11T04:15:06.504Z","CE-20230002333626-contract","CE-20230002333626","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333627-87300","CE-20230002333627-87300-2023-02-11T04:15:06.510Z","CE-20230002333627-contract","CE-20230002333627","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333628-87300","CE-20230002333628-87300-2023-02-11T04:15:06.516Z","CE-20230002333628-contract","CE-20230002333628","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333629-1120716","CE-20230002333629-1120716-2023-02-11T04:15:06.524Z","CE-20230002333629-contract","CE-20230002333629","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333630-1120716","CE-20230002333630-1120716-2023-02-11T04:15:06.537Z","CE-20230002333630-contract","CE-20230002333630","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333631-782624","CE-20230002333631-782624-2023-02-11T04:15:06.547Z","CE-20230002333631-contract","CE-20230002333631","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333632-782624","CE-20230002333632-782624-2023-02-11T04:15:06.554Z","CE-20230002333632-contract","CE-20230002333632","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333633-782624","CE-20230002333633-782624-2023-02-11T04:15:06.562Z","CE-20230002333633-contract","CE-20230002333633","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333634-782624","CE-20230002333634-782624-2023-02-11T04:15:06.569Z","CE-20230002333634-contract","CE-20230002333634","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333635-782624","CE-20230002333635-782624-2023-02-11T04:15:06.575Z","CE-20230002333635-contract","CE-20230002333635","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333643-2525","CE-20230002333643-2525-2023-02-11T04:15:06.581Z","CE-20230002333643-contract","CE-20230002333643","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333644-2525","CE-20230002333644-2525-2023-02-11T04:15:06.595Z","CE-20230002333644-contract","CE-20230002333644","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333645-2525","CE-20230002333645-2525-2023-02-11T04:15:06.612Z","CE-20230002333645-contract","CE-20230002333645","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333646-2525","CE-20230002333646-2525-2023-02-11T04:15:06.624Z","CE-20230002333646-contract","CE-20230002333646","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333647-2525","CE-20230002333647-2525-2023-02-11T04:15:06.635Z","CE-20230002333647-contract","CE-20230002333647","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333648-2525","CE-20230002333648-2525-2023-02-11T04:15:06.646Z","CE-20230002333648-contract","CE-20230002333648","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333649-2525","CE-20230002333649-2525-2023-02-11T04:15:06.657Z","CE-20230002333649-contract","CE-20230002333649","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002334340-782624","CE-20230002334340-782624-2023-02-14T04:15:52.006Z","CE-20230002334340-contract","CE-20230002334340","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333650-2525","CE-20230002333650-2525-2023-02-11T04:15:06.671Z","CE-20230002333650-contract","CE-20230002333650","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333651-2525","CE-20230002333651-2525-2023-02-11T04:15:06.686Z","CE-20230002333651-contract","CE-20230002333651","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333652-2525","CE-20230002333652-2525-2023-02-11T04:15:06.698Z","CE-20230002333652-contract","CE-20230002333652","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333653-782624","CE-20230002333653-782624-2023-02-11T04:15:06.712Z","CE-20230002333653-contract","CE-20230002333653","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333654-782624","CE-20230002333654-782624-2023-02-11T04:15:06.723Z","CE-20230002333654-contract","CE-20230002333654","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333655-782624","CE-20230002333655-782624-2023-02-11T04:15:06.732Z","CE-20230002333655-contract","CE-20230002333655","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333656-782624","CE-20230002333656-782624-2023-02-11T04:15:06.739Z","CE-20230002333656-contract","CE-20230002333656","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333657-782624","CE-20230002333657-782624-2023-02-11T04:15:06.745Z","CE-20230002333657-contract","CE-20230002333657","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333659-782624","CE-20230002333659-782624-2023-02-11T04:15:06.753Z","CE-20230002333659-contract","CE-20230002333659","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333660-782624","CE-20230002333660-782624-2023-02-11T04:15:06.759Z","CE-20230002333660-contract","CE-20230002333660","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333661-782624","CE-20230002333661-782624-2023-02-11T04:15:06.768Z","CE-20230002333661-contract","CE-20230002333661","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333662-782624","CE-20230002333662-782624-2023-02-11T04:15:06.776Z","CE-20230002333662-contract","CE-20230002333662","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333663-782624","CE-20230002333663-782624-2023-02-11T04:15:06.784Z","CE-20230002333663-contract","CE-20230002333663","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333703-2449","CE-20230002333703-2449-2023-02-11T04:15:06.792Z","CE-20230002333703-contract","CE-20230002333703","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333704-246576","CE-20230002333704-246576-2023-02-11T04:15:06.802Z","CE-20230002333704-contract","CE-20230002333704","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333705-246576","CE-20230002333705-246576-2023-02-11T04:15:06.816Z","CE-20230002333705-contract","CE-20230002333705","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333711-782624","CE-20230002333711-782624-2023-02-11T04:15:06.826Z","CE-20230002333711-contract","CE-20230002333711","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333712-782624","CE-20230002333712-782624-2023-02-11T04:15:06.832Z","CE-20230002333712-contract","CE-20230002333712","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333713-782624","CE-20230002333713-782624-2023-02-11T04:15:06.839Z","CE-20230002333713-contract","CE-20230002333713","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333714-782624","CE-20230002333714-782624-2023-02-11T04:15:06.846Z","CE-20230002333714-contract","CE-20230002333714","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333715-782624","CE-20230002333715-782624-2023-02-11T04:15:06.855Z","CE-20230002333715-contract","CE-20230002333715","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333730-903487","CE-20230002333730-903487-2023-02-11T04:15:06.863Z","CE-20230002333730-contract","CE-20230002333730","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333741-475032","CE-20230002333741-475032-2023-02-11T04:15:06.879Z","CE-20230002333741-contract","CE-20230002333741","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333799-2435","CE-20230002333799-2435-2023-02-11T04:15:06.893Z","CE-20230002333799-contract","CE-20230002333799","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002333824-31125","CE-20230002333824-31125-2023-02-11T04:15:06.906Z","CE-20230002333824-contract","CE-20230002333824","","","active","","","","","","",""
